sample;num_crispr_arrays;average_crispr_length;average_AT;percent_plus_orientation;percent_minus_orientation
GCA_014191925.1_ASM1419192v1_genomic.fasta;1;91;39.16;100.0;0.0
GCF_024648845.1_ASM2464884v1_genomic.fasta;23;322.13;27.62;60.0;40.0
GCA_000633635.1_NGEN_DNA_Star__genomic.fasta;6;706;63.43;25.0;75.0
GCA_000378825.1_ASM37882v1_genomic.fasta;11;453.18;30.07;37.5;62.5
GCA_012849375.1_ASM1284937v1_genomic.fasta;5;130.2;37.42;0.0;100.0
GCA_015163715.1_ASM1516371v1_genomic.fasta;2;116;39.75;0.0;100.0
GCF_003469765.1_ASM346976v1_genomic.fasta;6;132.17;37.38;66.67;33.33
GCF_008704795.1_ASM870479v1_genomic.fasta;16;226.56;27.56;40.0;60.0
GCF_024971755.1_ASM2497175v1_genomic.fasta;3;102.33;53.76;100.0;0.0
GCF_001908095.1_ASM190809v1_genomic.fasta;4;872.5;56.91;50.0;50.0
GCA_022374935.2_ASM2237493v2_genomic.fasta;10;91.2;32.57;42.86;57.14
GCA_011761315.1_ASM1176131v1_genomic.fasta;2;103.5;37.1;0.0;0.0
GCA_010729665.1_ASM1072966v1_genomic.fasta;5;146.8;30.86;100.0;0.0
GCF_004799645.1_ASM479964v1_genomic.fasta;6;103;39.39;66.67;33.33
GCF_001953355.1_ASM195335v1_genomic.fasta;1;107;54.37;0.0;100.0
GCA_018882205.1_ASM1888220v1_genomic.fasta;1;71;54.75;0.0;100.0
GCF_024718215.1_ASM2471821v1_genomic.fasta;0;0.0;33.26;0.0;0.0
GCF_004570865.1_ASM457086v1_genomic.fasta;4;180;36.15;0.0;100.0
GCF_001298465.1_ASM129846v1_genomic.fasta;1;112;62.38;100.0;0.0
GCA_013606065.1_ASM1360606v1_genomic.fasta;4;221.5;44.87;50.0;50.0
GCA_019139895.1_ASM1913989v1_genomic.fasta;0;0.0;35.73;0.0;0.0
GCF_025669985.1_ASM2566998v1_genomic.fasta;8;126.38;27.86;20.0;80.0
GCA_012767755.2_ASM1276775v2_genomic.fasta;1;107;33.64;100.0;0.0
GCA_900112645.1_IMG-taxon_2663762767_annotated_assembly_genomic.fasta;2;141;36.77;50.0;50.0
GCA_019846075.1_ASM1984607v1_genomic.fasta;3;137.33;60.91;0.0;100.0
GCF_008693825.1_ASM869382v1_genomic.fasta;8;107.25;34.14;71.43;28.57
GCF_001984705.1_ASM198470v1_genomic.fasta;16;86.19;57.31;30.0;70.0
GCA_963662535.1_piMetPara1.Trichococcus_flocculiformis_1.1_genomic.fasta;2;98.5;53.68;0.0;100.0
GCF_007671685.1_ASM767168v1_genomic.fasta;10;103.6;34.02;40.0;60.0
GCF_009648935.1_ASM964893v1_genomic.fasta;0;0.0;47.95;0.0;0.0
GCF_003353175.1_ASM335317v1_genomic.fasta;8;114.75;37.62;50.0;50.0
GCA_017893525.1_ASM1789352v1_genomic.fasta;5;623.8;66.53;50.0;50.0
GCF_002102175.1_ASM210217v1_genomic.fasta;24;338.54;33.8;61.54;38.46
GCA_900100335.1_IMG-taxon_2636416021_annotated_assembly_genomic.fasta;6;114;36.45;25.0;75.0
GCF_036250715.1_ASM3625071v1_genomic.fasta;20;262.9;29.59;45.45;54.55
GCF_008806995.1_ASM880699v1_genomic.fasta;2;392;48.15;50.0;50.0
GCF_009857655.1_ASM985765v1_genomic.fasta;9;308.78;35.81;100.0;0.0
GCA_018305005.1_ASM1830500v1_genomic.fasta;0;0.0;42.89;0.0;0.0
GCF_002940065.1_ASM294006v1_genomic.fasta;3;431.33;36.69;0.0;100.0
GCF_027570195.1_ASM2757019v1_genomic.fasta;0;0.0;41.32;0.0;0.0
GCA_032053105.1_ASM3205310v1_genomic.fasta;1;3588;64.41;0.0;100.0
GCA_000383575.1_ASM38357v1_genomic.fasta;11;554.09;30.23;80.0;20.0
GCA_016726305.1_ASM1672630v1_genomic.fasta;3;93;58.09;50.0;50.0
GCF_001419745.1_ASM141974v1_genomic.fasta;10;105.6;27.87;25.0;75.0
GCA_021276285.1_ASM2127628v1_genomic.fasta;3;100;46.47;66.67;33.33
GCA_015377145.2_2T-2-5-2v4_genomic.fasta;0;0.0;41.39;0.0;0.0
GCA_000955965.1_ASM95596v1_genomic.fasta;8;127.25;28.76;75.0;25.0
GCF_001652485.1_ASM165248v1_genomic.fasta;2;97;46.28;50.0;50.0
GCA_014203595.1_ASM1420359v1_genomic.fasta;28;241.11;27.96;68.75;31.25
GCA_015099595.1_ASM1509959v1_genomic.fasta;2;114.5;37.61;50.0;50.0
GCF_002208985.1_ASM220898v3_genomic.fasta;20;155.95;46.24;50.0;50.0
GCA_016901015.1_ASM1690101v1_genomic.fasta;2;239;34.12;0.0;0.0
GCA_018607045.1_ASM1860704v1_genomic.fasta;2;109;41.19;0.0;100.0
GCA_019991125.1_ASM1999112v1_genomic.fasta;0;0.0;40.89;0.0;0.0
GCA_031157895.1_ASM3115789v1_genomic.fasta;11;489.09;63.08;28.57;71.43
GCF_002087235.1_ASM208723v1_genomic.fasta;3;92;40.83;0.0;100.0
GCA_900450695.1_48903_A01_genomic.fasta;0;0.0;60.41;0.0;0.0
GCF_003668575.1_ASM366857v1_genomic.fasta;4;101.25;57.71;100.0;0.0
GCF_003217325.1_ASM321732v1_genomic.fasta;6;1356.5;35.75;25.0;75.0
GCF_025821485.1_ASM2582148v1_genomic.fasta;12;106.5;31.26;50.0;50.0
GCF_030232365.1_ASM3023236v1_genomic.fasta;9;109.44;38.12;50.0;50.0
GCA_902170665.1_IP37838_genomic.fasta;2;96.5;52.79;100.0;0.0
GCA_020329495.1_ASM2032949v1_genomic.fasta;5;138.8;36.48;66.67;33.33
GCF_024347395.1_ASM2434739v1_genomic.fasta;0;0.0;57.54;0.0;0.0
GCA_018289135.1_ASM1828913v1_genomic.fasta;5;115.8;57.92;80.0;20.0
GCA_020990565.1_ASM2099056v1_genomic.fasta;1;100;46.78;0.0;0.0
GCF_029023665.1_ASM2902366v1_genomic.fasta;4;629.25;59.64;100.0;0.0
GCA_000236925.1_ASM23692v1_genomic.fasta;5;204.4;67.65;50.0;50.0
GCF_001050345.1_ASM105034v1_genomic.fasta;0;0.0;39.86;0.0;0.0
GCF_005877905.1_ASM587790v1_genomic.fasta;2;183.5;35.22;50.0;50.0
GCA_014197435.1_ASM1419743v1_genomic.fasta;4;477.25;32.23;0.0;100.0
GCF_002812985.1_MDC2473_genomic.fasta;6;107.67;38.96;66.67;33.33
GCF_001753085.1_ASM175308v1_genomic.fasta;1;166;61.67;0.0;0.0
GCF_002127535.1_ASM212753v1_genomic.fasta;4;1105;56.98;75.0;25.0
GCA_000764645.1_ASM76464v1_genomic.fasta;9;107.44;41.43;40.0;60.0
GCA_014649375.1_ASM1464937v1_genomic.fasta;16;120.25;28.99;40.0;60.0
GCF_008370715.1_ASM837071v1_genomic.fasta;5;148.8;39.17;25.0;75.0
GCF_001547935.1_ASM154793v1_genomic.fasta;2;125;56.1;0.0;100.0
GCA_000950575.1_ASM95057v1_genomic.fasta;1;77;41.02;100.0;0.0
GCF_004114975.1_ASM411497v1_genomic.fasta;2;348;36.74;0.0;100.0
GCF_007992835.1_ASM799283v1_genomic.fasta;9;111.78;28.59;25.0;75.0
GCA_010731595.1_ASM1073159v1_genomic.fasta;4;106.75;31.71;0.0;100.0
GCA_021560175.1_ASM2156017v1_genomic.fasta;4;101.25;60.66;50.0;50.0
GCA_000715805.1_ASM71580v1_genomic.fasta;21;144.95;29.14;41.18;58.82
GCF_003350925.1_ASM335092v1_genomic.fasta;1;121;39.63;0.0;0.0
GCA_014655475.1_ASM1465547v1_genomic.fasta;25;236.44;27.54;53.33;46.67
GCF_001605895.1_ASM160589v1_genomic.fasta;1;2068;55.94;100.0;0.0
GCF_002355655.1_ASM235565v1_genomic.fasta;21;100.38;31.37;60.0;40.0
GCA_902459535.1_Paraburkholderia_sp_Msb3_genomic.fasta;5;99.8;37.48;50.0;50.0
GCF_030348325.1_ASM3034832v1_genomic.fasta;10;127.5;64.46;40.0;60.0
GCF_001999225.1_ASM199922v1_genomic.fasta;3;106.67;60.94;0.0;100.0
GCF_002943835.1_ASM294383v1_genomic.fasta;1;79;40.51;100.0;0.0
GCF_001659725.1_ASM165972v1_genomic.fasta;2;127;55.05;50.0;50.0
GCA_017309175.1_ASM1730917v1_genomic.fasta;5;113.4;33.56;33.33;66.67
GCA_000709915.1_JSD_genomic.fasta;32;113.22;27.34;22.22;77.78
GCA_014692735.1_ASM1469273v1_genomic.fasta;0;0.0;55.04;0.0;0.0
GCA_032698475.1_ASM3269847v1_genomic.fasta;2;178;35.57;0.0;100.0
GCA_016238445.1_ASM1623844v1_genomic.fasta;2;234;65.24;50.0;50.0
GCF_024055635.1_ASM2405563v1_genomic.fasta;9;114.56;29.91;50.0;50.0
GCA_014207355.1_ASM1420735v1_genomic.fasta;5;85.4;37.61;80.0;20.0
GCA_011617245.1_ASM1161724v1_genomic.fasta;4;90.75;34.58;50.0;50.0
GCF_003812505.1_ASM381250v1_genomic.fasta;1;70;68.39;0.0;0.0
GCA_031454135.1_ASM3145413v1_genomic.fasta;2;96;35.62;0.0;100.0
GCA_000724775.3_ASM72477v3_genomic.fasta;0;0.0;62.38;0.0;0.0
GCA_015277815.1_ASM1527781v1_genomic.fasta;7;140.71;29.28;50.0;50.0
GCA_900460265.1_50618_C01_genomic.fasta;5;209.4;60.24;40.0;60.0
GCA_022343545.1_ASM2234354v1_genomic.fasta;26;240.85;28.64;61.54;38.46
GCF_002302415.1_ASM230241v1_genomic.fasta;9;154.67;59.91;50.0;50.0
GCA_017161325.1_ASM1716132v1_genomic.fasta;1;3669;63.13;0.0;100.0
GCF_001291445.1_Mycobacterium_mucogenicum_genomic.fasta;6;109.5;32.8;66.67;33.33
GCA_032821675.1_ASM3282167v1_genomic.fasta;0;0.0;41.4;0.0;0.0
GCF_001485145.1_ASM148514v1_genomic.fasta;16;160.69;30.08;44.44;55.56
GCA_000166275.1_ASM16627v1_genomic.fasta;2;108.5;61.29;100.0;0.0
GCF_002846995.1_ASM284699v1_genomic.fasta;4;105.25;43.66;33.33;66.67
GCA_900102985.1_IMG-taxon_2597490348_annotated_assembly_genomic.fasta;6;427.17;57.33;33.33;66.67
GCA_019797845.1_ASM1979784v1_genomic.fasta;2;87;47.46;100.0;0.0
GCF_009909145.1_ASM990914v1_genomic.fasta;35;240.34;29.31;46.15;53.85
GCA_014646335.1_ASM1464633v1_genomic.fasta;14;120.21;28.5;25.0;75.0
GCA_000738715.1_ASM73871v1_genomic.fasta;12;101.42;28.43;33.33;66.67
GCF_024809475.1_ASM2480947v1_genomic.fasta;2;111.5;36.05;50.0;50.0
GCF_006716345.1_ASM671634v1_genomic.fasta;4;153.25;31.71;66.67;33.33
GCF_003065385.1_ASM306538v1_genomic.fasta;1;76;51.83;100.0;0.0
GCA_022230905.1_ASM2223090v1_genomic.fasta;7;113.86;28.99;50.0;50.0
GCF_002270415.1_ASM227041v1_genomic.fasta;10;114;37.78;57.14;42.86
GCF_029854255.1_ASM2985425v1_genomic.fasta;5;129.8;33.59;75.0;25.0
GCF_030408915.1_ASM3040891v1_genomic.fasta;1;88;32.03;100.0;0.0
GCA_019139795.1_ASM1913979v1_genomic.fasta;10;143.5;39.89;55.56;44.44
GCF_002075885.1_ASM207588v1_genomic.fasta;5;87.4;38.8;40.0;60.0
GCF_001558125.2_ASM155812v2_genomic.fasta;5;111.8;31.5;100.0;0.0
GCA_014649015.1_ASM1464901v1_genomic.fasta;19;115;28.6;45.45;54.55
GCA_015710575.2_ASM1571057v2_genomic.fasta;6;166.33;33.71;50.0;50.0
GCF_004122735.1_ASM412273v1_genomic.fasta;12;100;28.4;87.5;12.5
GCF_025560865.1_ASM2556086v1_genomic.fasta;0;0.0;66.4;0.0;0.0
GCF_003261635.1_ASM326163v1_genomic.fasta;20;124.2;32.18;26.67;73.33
GCF_030417495.1_ASM3041749v1_genomic.fasta;25;504.08;27.5;41.18;58.82
GCF_003815975.1_ASM381597v1_genomic.fasta;6;120;63.68;40.0;60.0
GCF_002192535.1_ASM219253v1_genomic.fasta;0;0.0;54.69;0.0;0.0
GCF_030437705.1_ASM3043770v1_genomic.fasta;0;0.0;71.65;0.0;0.0
GCF_001646785.1_ASM164678v1_genomic.fasta;3;139.33;31.64;0.0;0.0
GCA_018687955.1_ASM1868795v1_genomic.fasta;0;0.0;54.58;0.0;0.0
GCA_900109935.1_IMG-taxon_2675903154_annotated_assembly_genomic.fasta;9;410.11;63.5;33.33;66.67
GCA_017167985.1_ASM1716798v1_genomic.fasta;1;95;37.23;0.0;100.0
GCA_012427845.1_ASM1242784v1_genomic.fasta;8;640.12;49.33;85.71;14.29
GCF_002812205.1_ASM281220v1_genomic.fasta;2;99.5;59.83;0.0;100.0
GCF_002023715.1_ASM202371v1_genomic.fasta;0;0.0;64.41;0.0;0.0
GCA_014655295.1_ASM1465529v1_genomic.fasta;22;231.95;27.02;70.0;30.0
GCA_017368795.1_ASM1736879v1_genomic.fasta;3;128.67;33.85;50.0;50.0
GCA_014651735.1_ASM1465173v1_genomic.fasta;19;490.68;30.45;76.92;23.08
GCF_030123345.1_ASM3012334v1_genomic.fasta;2;81.5;58.07;50.0;50.0
GCA_014174375.1_ASM1417437v1_genomic.fasta;0;0.0;34.83;0.0;0.0
GCA_014679145.1_ASM1467914v1_genomic.fasta;9;222.44;47.81;50.0;50.0
GCA_014217625.1_ASM1421762v1_genomic.fasta;12;123;29.57;55.56;44.44
GCF_024125425.1_ASM2412542v1_genomic.fasta;3;318.33;58.06;50.0;50.0
GCA_010450875.1_ASM1045087v1_genomic.fasta;3;139.67;33.32;0.0;100.0
GCA_019511345.1_ASM1951134v1_genomic.fasta;2;112.5;40.07;50.0;50.0
GCA_016909075.1_ASM1690907v1_genomic.fasta;3;1013.33;62.39;33.33;66.67
GCA_020723285.1_ASM2072328v1_genomic.fasta;3;2849.33;48.26;100.0;0.0
GCF_001855575.1_ASM185557v1_genomic.fasta;3;2361.67;36.52;100.0;0.0
GCA_900636435.1_42197_C01_genomic.fasta;3;100.33;59.87;0.0;100.0
GCA_014268495.2_ASM1426849v2_genomic.fasta;7;105.86;39.95;60.0;40.0
GCF_005503535.1_ASM550353v1_genomic.fasta;3;121.33;36.47;66.67;33.33
GCA_014203015.1_ASM1420301v1_genomic.fasta;9;467.44;30.79;57.14;42.86
GCF_025399795.1_ASM2539979v1_genomic.fasta;26;140.04;29.66;23.08;76.92
GCA_020524345.1_ASM2052434v1_genomic.fasta;3;111;64.01;66.67;33.33
GCF_001280255.1_ASM128025v1_genomic.fasta;8;594.88;31.43;37.5;62.5
GCA_016127495.1_ASM1612749v1_genomic.fasta;2;107.5;28.37;100.0;0.0
GCA_022879615.1_ASM2287961v1_genomic.fasta;3;913.33;37.22;0.0;100.0
GCF_006538185.1_ASM653818v1_genomic.fasta;0;0.0;39.84;0.0;0.0
GCA_016907455.1_ASM1690745v1_genomic.fasta;6;101.67;30.29;75.0;25.0
GCF_001651865.1_ASM165186v1_genomic.fasta;1;102;37.58;100.0;0.0
GCA_014649715.1_ASM1464971v1_genomic.fasta;18;263.67;28.62;54.55;45.45
GCA_020162255.1_ASM2016225v1_genomic.fasta;11;138.27;38.94;37.5;62.5
GCF_006636215.1_ASM663621v1_genomic.fasta;45;209.87;31.34;60.0;40.0
GCF_003131185.1_ASM313118v1_genomic.fasta;6;103.33;38.07;40.0;60.0
GCA_017874625.1_ASM1787462v1_genomic.fasta;17;611.35;62.76;57.14;42.86
GCA_019704495.1_ASM1970449v1_genomic.fasta;12;119.75;32.92;50.0;50.0
GCA_015624505.1_ASM1562450v1_genomic.fasta;0;0.0;36.08;0.0;0.0
GCA_900660575.1_51342_D01-3_genomic.fasta;3;143.67;73.48;0.0;100.0
GCF_003797125.1_ASM379712v1_genomic.fasta;2;106;58.62;0.0;100.0
GCF_004362695.1_ASM436269v1_genomic.fasta;0;0.0;42.7;0.0;0.0
GCA_900106095.1_IMG-taxon_2636416038_annotated_assembly_genomic.fasta;2;116.5;41.49;0.0;100.0
GCF_001580365.1_ASM158036v1_genomic.fasta;10;115.8;27.25;0.0;100.0
GCA_900116825.1_IMG-taxon_2634166357_annotated_assembly_genomic.fasta;1;106;34.45;0.0;100.0
GCA_000359525.1_ASM35952v1_genomic.fasta;43;148.98;26.68;50.0;50.0
GCF_009763805.1_ASM976380v1_genomic.fasta;1;545;52.15;100.0;0.0
GCA_032121415.1_ASM3212141v1_genomic.fasta;11;126.27;28.31;50.0;50.0
GCA_900475215.1_42727_B01_genomic.fasta;1;144;40.02;100.0;0.0
GCA_900142885.1_IMG-taxon_2663762760_annotated_assembly_genomic.fasta;7;169.57;65.72;71.43;28.57
GCA_910578025.1_MGBC105003_genomic.fasta;2;1049.5;64.0;50.0;50.0
GCA_000732925.1_ASM73292v1_genomic.fasta;9;216.78;31.11;60.0;40.0
GCF_002086915.1_ASM208691v1_genomic.fasta;15;264.13;33.87;75.0;25.0
GCA_010731295.1_ASM1073129v1_genomic.fasta;4;178.75;33.17;100.0;0.0
GCA_020080045.1_ASM2008004v1_genomic.fasta;3;219.33;39.05;0.0;100.0
GCA_020616615.1_ASM2061661v1_genomic.fasta;9;190.67;34.59;100.0;0.0
GCA_014200295.1_ASM1420029v1_genomic.fasta;0;0.0;39.18;0.0;0.0
GCA_031457555.1_ASM3145755v1_genomic.fasta;3;85;34.08;0.0;0.0
GCF_002902845.1_ASM290284v1_genomic.fasta;2;107.5;37.58;100.0;0.0
GCF_001278945.1_ASM127894v1_genomic.fasta;4;164;62.45;0.0;0.0
GCA_014203645.1_ASM1420364v1_genomic.fasta;27;364.74;30.78;52.38;47.62
GCF_003594935.2_ASM359493v2_genomic.fasta;2;94.5;44.29;0.0;100.0
GCA_014203715.1_ASM1420371v1_genomic.fasta;50;197.08;29.69;55.0;45.0
GCA_019456675.1_ASM1945667v1_genomic.fasta;2;287;33.57;0.0;0.0
GCA_900236745.1_PRJEB23414_genomic.fasta;5;106.8;33.55;66.67;33.33
GCF_002278075.1_ASM227807v1_genomic.fasta;3;105;37.06;50.0;50.0
GCA_015689195.1_ASM1568919v1_genomic.fasta;5;385.6;48.16;40.0;60.0
GCF_025722975.1_ASM2572297v1_genomic.fasta;7;141.86;29.92;50.0;50.0
GCA_012648005.1_ASM1264800v1_genomic.fasta;1;106;56.22;0.0;0.0
GCF_025449215.1_ASM2544921v1_genomic.fasta;1;557;51.75;0.0;0.0
GCF_035923665.1_ASM3592366v1_genomic.fasta;3;101;39.03;66.67;33.33
GCA_016728825.1_ASM1672882v1_genomic.fasta;5;112;32.52;33.33;66.67
GCF_002095315.1_ASM209531v1_genomic.fasta;0;0.0;44.44;0.0;0.0
GCF_004136635.1_ASM413663v1_genomic.fasta;3;1462.33;28.49;100.0;0.0
GCF_948714215.1_MGBC113709_genomic.fasta;1;1752;64.08;0.0;100.0
GCA_013372045.1_ASM1337204v1_genomic.fasta;2;101;37.37;0.0;100.0
GCA_014651035.1_ASM1465103v1_genomic.fasta;20;285.6;28.28;60.0;40.0
GCA_016127275.1_ASM1612727v1_genomic.fasta;2;1126;62.26;100.0;0.0
GCA_019139675.1_ASM1913967v1_genomic.fasta;2;175;35.88;50.0;50.0
GCA_018881835.1_ASM1888183v1_genomic.fasta;0;0.0;54.67;0.0;0.0
GCF_002156005.1_ASM215600v1_genomic.fasta;13;142.77;28.45;33.33;66.67
GCA_013358405.1_ASM1335840v1_genomic.fasta;4;671.5;36.46;50.0;50.0
GCF_001043025.1_MG221_genomic.fasta;2;99;41.9;100.0;0.0
GCA_900183975.1_PD885.1_genomic.fasta;5;750;37.78;0.0;100.0
GCF_003387125.1_ASM338712v1_genomic.fasta;1;2146;34.01;0.0;100.0
GCF_002158995.1_ASM215899v1_genomic.fasta;3;100.33;42.69;0.0;100.0
GCF_002847405.1_ASM284740v1_genomic.fasta;5;151;46.19;0.0;100.0
GCA_012223425.1_ASM1222342v1_genomic.fasta;4;108.5;32.89;0.0;100.0
GCF_002080395.1_ASM208039v1_genomic.fasta;2;88;65.64;0.0;100.0
GCF_949292615.1_A52_L2_H538_idba_bin.83_genomic.fasta;19;552.79;72.41;20.0;80.0
GCF_002356535.2_ASM235653v2_genomic.fasta;4;118;40.25;0.0;100.0
GCA_019272935.1_ASM1927293v1_genomic.fasta;2;131.5;55.68;100.0;0.0
GCF_009755645.1_ASM975564v1_genomic.fasta;0;0.0;38.82;0.0;0.0
GCA_017876545.1_ASM1787654v1_genomic.fasta;5;118.4;29.73;25.0;75.0
GCA_016135805.1_ASM1613580v1_genomic.fasta;2;119;31.16;0.0;0.0
GCF_002335815.1_ASM233581v1_genomic.fasta;9;87;60.23;57.14;42.86
GCF_025150745.1_ASM2515074v1_genomic.fasta;6;262;65.08;60.0;40.0
GCA_013085465.1_ASM1308546v1_genomic.fasta;20;134.15;28.96;60.0;40.0
GCA_022701015.1_ASM2270101v1_genomic.fasta;14;655.14;47.8;36.36;63.64
GCA_904846025.1_ASM90484602v1_genomic.fasta;2;79.5;57.32;50.0;50.0
GCF_001691055.1_ASM169105v1_genomic.fasta;0;0.0;61.01;0.0;0.0
GCA_018141305.1_ASM1814130v1_genomic.fasta;0;0.0;71.71;0.0;0.0
GCF_034718895.1_ASM3471889v1_genomic.fasta;11;1028.55;47.31;27.27;72.73
GCF_004786015.1_ASM478601v1_genomic.fasta;2;784.5;57.43;100.0;0.0
GCF_001999945.1_ASM199994v1_genomic.fasta;1;110;44.56;100.0;0.0
GCA_000412635.1_Sphingobium_sp._strain_YL23_genomic.fasta;0;0.0;36.3;0.0;0.0
GCA_900007165.2_BN2476-7183_genomic.fasta;13;111.38;37.71;30.0;70.0
GCF_003384725.1_ASM338472v1_genomic.fasta;3;823.33;61.45;33.33;66.67
GCF_026194135.2_ASM2619413v2_genomic.fasta;2;230.5;62.56;100.0;0.0
GCF_024584185.1_ASM2458418v1_genomic.fasta;0;0.0;40.82;0.0;0.0
GCA_022059885.1_ASM2205988v1_genomic.fasta;8;97.75;32.62;57.14;42.86
GCA_019222765.1_ASM1922276v1_genomic.fasta;14;105.43;33.17;50.0;50.0
GCA_010119475.1_ASM1011947v1_genomic.fasta;17;225.12;32.02;58.33;41.67
GCA_021117405.1_ASM2111740v1_genomic.fasta;1;76;32.17;0.0;100.0
GCA_014217995.1_ASM1421799v1_genomic.fasta;4;89.25;65.39;100.0;0.0
GCA_900637095.1_48450_G02_genomic.fasta;2;95;37.34;0.0;100.0
GCA_016466415.2_ASM1646641v2_genomic.fasta;4;106.25;36.09;50.0;50.0
GCF_001718315.1_ASM171831v1_genomic.fasta;2;90.5;33.53;100.0;0.0
GCA_900111965.1_IMG-taxon_2599185297_annotated_assembly_genomic.fasta;0;0.0;67.4;0.0;0.0
GCF_037907705.1_ASM3790770v1_genomic.fasta;2;196;64.64;0.0;100.0
GCA_020097095.1_ASM2009709v1_genomic.fasta;4;300.75;64.75;100.0;0.0
GCA_011765605.1_ASM1176560v1_genomic.fasta;1;126;59.11;100.0;0.0
GCA_010726245.1_ASM1072624v1_genomic.fasta;3;136.33;33.25;0.0;0.0
GCA_020149575.1_ASM2014957v1_genomic.fasta;13;115.38;40.07;50.0;50.0
GCF_002407085.1_ASM240708v1_genomic.fasta;0;0.0;60.1;0.0;0.0
GCF_002202015.1_ASM220201v1_genomic.fasta;1;107;54.79;0.0;0.0
GCF_002127965.1_ASM212796v1_genomic.fasta;4;1182.5;50.42;100.0;0.0
GCF_001708305.1_ASM170830v1_genomic.fasta;2;114.5;58.73;100.0;0.0
GCF_009363175.1_ASM936317v1_genomic.fasta;6;105.33;46.71;33.33;66.67
GCF_030848225.1_ASM3084822v1_genomic.fasta;2;667.5;63.96;100.0;0.0
GCA_019930545.1_ASM1993054v1_genomic.fasta;3;281.33;54.82;33.33;66.67
GCF_003368325.1_ASM336832v1_genomic.fasta;12;157.17;37.79;75.0;25.0
GCF_002504085.1_ASM250408v1_genomic.fasta;0;0.0;35.77;0.0;0.0
GCA_011008565.1_ASM1100856v1_genomic.fasta;4;804.75;64.01;100.0;0.0
GCA_014648815.1_ASM1464881v1_genomic.fasta;12;131.83;27.76;50.0;50.0
GCF_003184185.1_ASM318418v1_genomic.fasta;6;182.67;62.17;100.0;0.0
GCA_900185565.1_P.aquimaris_CECT9191_Spades_Prokka_EMBL_genomic.fasta;0;0.0;60.46;0.0;0.0
GCA_016728725.1_ASM1672872v1_genomic.fasta;2;91.5;41.38;100.0;0.0
GCF_003026285.1_ASM302628v1_genomic.fasta;0;0.0;58.74;0.0;0.0
GCF_025822605.1_ASM2582260v1_genomic.fasta;4;90;34.48;66.67;33.33
GCA_014268745.2_ASM1426874v2_genomic.fasta;3;180.67;38.79;33.33;66.67
GCF_002252505.1_ASM225250v1_genomic.fasta;3;76.33;45.85;33.33;66.67
GCA_023653475.1_ASM2365347v1_genomic.fasta;7;563.14;50.64;50.0;50.0
GCA_014216315.1_ASM1421631v1_genomic.fasta;16;157.31;30.01;80.0;20.0
GCF_006228125.1_ASM622812v1_genomic.fasta;7;240.71;28.3;100.0;0.0
GCF_003072505.1_ASM307250v1_genomic.fasta;1;124;59.78;0.0;100.0
GCF_006094695.1_ASM609469v1_genomic.fasta;4;91.5;27.24;50.0;50.0
GCA_022819915.1_ASM2281991v1_genomic.fasta;24;437.62;64.12;36.36;63.64
GCA_022869005.1_ASM2286900v1_genomic.fasta;1;81;31.0;0.0;0.0
GCF_004342005.1_ASM434200v1_genomic.fasta;8;124.25;37.48;14.29;85.71
GCF_027570075.1_ASM2757007v1_genomic.fasta;4;121.25;39.02;50.0;50.0
GCF_001889105.1_ASM188910v1_genomic.fasta;1;109;37.73;0.0;100.0
GCF_004217385.1_ASM421738v1_genomic.fasta;0;0.0;40.67;0.0;0.0
GCA_900113145.1_IMG-taxon_2675903058_annotated_assembly_genomic.fasta;12;238.58;29.12;55.56;44.44
GCF_004799605.1_ASM479960v1_genomic.fasta;3;112.33;33.72;50.0;50.0
GCF_009828055.1_ASM982805v1_genomic.fasta;0;0.0;35.7;0.0;0.0
GCF_024023655.1_ASM2402365v1_genomic.fasta;2;109;48.69;100.0;0.0
GCF_004011505.1_ASM401150v1_genomic.fasta;18;151;30.31;40.0;60.0
GCA_014648295.1_ASM1464829v1_genomic.fasta;8;123.62;57.46;57.14;42.86
GCF_002887555.1_ASM288755v1_genomic.fasta;5;954.4;46.55;80.0;20.0
GCA_014653785.1_ASM1465378v1_genomic.fasta;3;127;28.93;33.33;66.67
GCA_902859935.1_LMG_27177_genomic.fasta;2;101;37.34;0.0;100.0
GCA_014649475.1_ASM1464947v1_genomic.fasta;37;320;26.74;73.91;26.09
GCF_002154585.1_ASM215458v1_genomic.fasta;16;416;27.48;54.55;45.45
GCF_036898275.1_ASM3689827v1_genomic.fasta;24;111.67;28.76;52.94;47.06
GCF_004291115.2_ASM429111v2_genomic.fasta;0;0.0;67.82;0.0;0.0
GCF_001642025.1_ASM164202v1_genomic.fasta;1;101;39.46;0.0;0.0
GCA_016458805.1_ASM1645880v1_genomic.fasta;2;171;33.63;0.0;0.0
GCF_009648975.1_ASM964897v1_genomic.fasta;2;166;42.47;100.0;0.0
GCF_025821385.1_ASM2582138v1_genomic.fasta;20;154;34.56;60.0;40.0
GCA_902726525.1_IP41384v1_genomic.fasta;1;90;52.49;100.0;0.0
GCA_016027675.1_ASM1602767v1_genomic.fasta;2;210;44.07;0.0;100.0
GCF_001886275.1_ASM188627v1_genomic.fasta;14;349.07;63.14;87.5;12.5
GCF_001411805.1_ASM141180v1_genomic.fasta;10;331.4;31.45;75.0;25.0
GCF_002776695.1_ASM277669v1_genomic.fasta;1;385;35.68;0.0;100.0
